experiment,reply_size,layers,tau,optimizer,advantage,max_steps,activation,batch_size,totalsteps,exploration,vanish,gamma,hidden_size,train_repeat,batch_norm,seed,rwrdschem,svision,details,tr_count,tr_TR,tr_TT,tr_TS,ts_count,ts_TR,ts_TT,ts_TS,tr_s,ts_s,tr_AR,tr_AS,ts_AR,ts_AS,tr_SMD,tr_SM,tr_RMD,tr_RM,ts_SMD,ts_SM,ts_RMD,ts_RM
343,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,"one agent,multiplex 2",2171,6900,25727,2000999,218,-3117,997,201172,0.09534776600644863,0.0779816513761468,3.1782588668816207,921.6946107784433,-14.29816513761468,922.8073394495414,1000.0,898.1702508960574,-99.9999999999986,15.917741935485113,1000.0,912.8245614035087,-99.9999999999986,-3.5631578947355758
344,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,"one agent,multiplex 2",2208,46957,18286,2000421,221,-13308,847,213090,0.1118659420289855,0.03619909502262444,21.26675724637681,905.9877717391304,-60.217194570135746,964.20814479638,1000.0,919.5183823529413,-99.9999999999986,-9.231249999998717,1000.0,964.0727272727272,-99.9999999999986,-60.043636363635024
345,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,"one agent,multiplex 2",2109,-64073,22010,2000736,211,-12305,809,203054,0.0644855381697487,0.03791469194312797,-30.380749170222856,948.6657183499287,-58.3175355450237,962.3412322274879,1000.0,1000.0,-99.9999999999986,-99.9999999999986,1000.0,1000.0,-99.9999999999986,-99.99999999999856
346,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,4917,"[-10.0, 1000.0, -0.1]",180,"one agent,multiplex 2",2075,-91071,22822,2000718,208,-17504,996,205043,0.05253012048192771,0.014423076923076926,-43.88963855421687,964.2014457831323,-84.15384615384616,985.7836538461536,1000.0,991.649504950495,-99.9999999999986,-89.26396039603823,1000.0,1000.0,-99.9999999999986,-99.99999999999856
347,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,"Multiplex Axel copy, 2 Frames.",111029,110420999,15448,2000006,11103,10930642,1423,273575,0.9963252843851608,0.9869404665405748,994.52394419476,18.013365877383386,984.4764478068988,24.639737008015853,11.0,12.991114113489921,998.9,997.5836572438162,10.0,13.534424525850868,999.0,996.3082878669783
348,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,4917,"[-10, 1000, -0.1]",180,"Multiplex Axel copy, 2 Frames.Probabilities Precision is low,PushFront",2055,-122035,24076,2000360,206,-19500,790,205003,0.037956204379562035,0.0048543689320388345,-59.38442822384428,973.4111922141119,-94.6601941747573,995.1601941747572,1000.0,1000.0,-99.9999999999986,-99.9999999999986,1000.0,1000.0,-99.9999999999986,-99.99999999999856
349,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,1111,"[-10, 1000, -0.1]",180,"zombie agent, replicating 201->207",107971,107525999,13176,2000004,10798,10592947,1436,310523,0.9977308721786404,0.9838859047971846,995.8785136749684,18.523529466245567,981.0100944619372,28.757455084274863,12.0,16.41493095417719,998.8,996.2264506182962,12.0,17.588524590163935,998.8,993.3231147540984
350,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,4444,"[-10, 1000, -0.1]",180,"zombie agent, replicating 201->207",124055,123635998,13195,2000013,12406,12281240,1244,257597,0.99823465398412,0.992019990327261,996.6224497198824,16.121986215791384,989.9435756891827,20.76390456230856,12.0,12.74970676730073,998.8,998.6995308276813,12.0,13.471068060158045,998.8,997.6332653581444
351,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,5423,"[-10, 1000, -0.1]",180,"zombie agent, replicating 201->207",7339,5791996,12773,2000033,734,397943,1225,310564,0.8164600081755008,0.5844686648501363,789.2077939773811,272.5211881727756,542.1566757493189,423.1117166212534,417.0,491.3326790971541,958.2999999999997,559.3063788027484,1000.0,612.1862745098039,-99.9999999999986,330.9382352941184
352,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,6654,"[-10, 1000, -0.1]",180,"zombie agent, replicating 201->207",91533,90879999,13061,2000008,9154,8853289,1630,367104,0.9950509652256564,0.9711601485689316,992.8659499852513,21.850130554007844,967.1497705920907,40.10312431723837,10.0,13.688919872057738,999.0,996.8814702424887,10.0,20.50532932495217,999.0,987.8374145941516
353,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,9111,"[-10, 1000, -0.1]",180,"zombie agent, replicating 201->207",7362,5793953,12883,2000470,737,395415,1255,315848,0.8141809290953546,0.5793758480325645,787.0080141265961,271.72914968758494,536.5196743554952,428.55902306648574,17.0,189.47464042392127,998.3,864.0956850870558,18.0,345.1169811320755,998.2,629.6392452830194
354,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,1122,"[-10, 1000, -0.1]",180,"zombie agent, replicating 201->207",3081,1155946,13282,2000537,309,42736,959,242631,0.4401168451801363,0.2168284789644013,375.185329438494,649.3141837065888,138.3042071197411,785.2135922330098,1000.0,847.8934010152284,-99.9999999999986,126.71658206429888,1000.0,917.3,-99.9999999999986,-8.396666666665388
355,100000,1,0.001,adam,max,1000,tanh,32,2000000,0.01,0.75,0.99,100,1,False,1337,"[-10, 1000, -0.1]",180,"zombie agent, replicating 201->207",129891,129391999,12908,2000005,12990,12810742,1409,292580,0.9976980699201641,0.9884526558891455,996.1583096596376,15.39756411144729,986.2003079291762,22.523479599692067,10.0,10.985916111880124,999.0,998.8135214114646,10.0,11.173731605534813,999.0,998.4433560289917
356,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1111,"[0.0, 1000.0, -0.1]",180,competitive based on E355,66133,20896999,4913,500002,6614,2147003,619,49970,0.3167405077646561,0.32537042636830965,315.98444044576837,7.560552220525305,324.61490777139414,7.555185969156335,7.0,7.467710138001076,-0.5,337.8039189915765,7.0,7.2513432835820915,-0.5,346.73755223880585
357,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,4444,"[0.0, 1000.0, -0.1]",180,competitive based on E355,66564,21708999,4886,500006,6657,2203731,739,52684,0.32688840814854875,0.3318311551750038,326.1372363439698,7.511657953248003,331.0396575033799,7.914075409343548,7.0,7.373105278678856,-0.5,354.4971335889118,7.0,7.191514437242192,-0.5,356.3816146140248
358,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,5423,"[0.0, 1000.0, -0.1]",180,competitive based on E355,65516,19586999,4935,500000,6552,1957843,564,51565,0.2997283106416753,0.2996031746031746,298.9651230233836,7.631723548446184,298.8160866910867,7.870115995115995,7.0,7.333079134158503,-0.5,329.4127588431982,7.0,7.442555685814773,-0.5,336.88763188745605
359,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,6654,"[0.0, 1000.0, -0.1]",180,competitive based on E355,66124,21794999,4896,500002,6613,2237924,694,50759,0.3303641642973807,0.33918040223801604,329.60799407174414,7.561581271550421,338.4128232269772,7.67563889308937,7.0,7.3099233962926125,-0.5,347.7866382082918,7.0,7.220923436586792,-0.5,378.0037989479836
360,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,9111,"[0.0, 1000.0, -0.1]",180,competitive based on E355,65952,22363999,4824,500006,6596,2242439,677,55603,0.33985322658903444,0.34081261370527594,339.0950843037361,7.581362202814168,339.96952698605213,8.429805942995754,7.0,7.163553008595987,-0.5,378.538659025788,7.0,7.108247422680413,-0.5,373.28688430698736
361,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1122,"[0.0, 1000.0, -0.1]",180,competitive based on E355,66208,21138999,4919,500004,6621,2129673,665,53270,0.3200368535524408,0.32245884307506417,319.2816427017883,7.5520178830352815,321.65428183053916,8.045612445249963,7.0,7.441983687563256,-0.5,335.2086503542298,7.0,7.376785714285713,-0.5,342.71470238095236
362,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1337,"[0.0, 1000.0, -0.1]",180,competitive based on E355,65449,21294999,4843,500004,6545,2165188,910,58112,0.3261317972772693,0.33170359052711995,325.36782838546037,7.639597243655365,330.8155844155844,8.878838808250572,7.0,7.324251479463293,-0.5,357.97150641589036,7.0,7.201523140011719,-0.5,359.56104276508484
363,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,1111,"[0.0, 1000.0, -0.1]",180,competitive based on E355=E207,59167,10699999,4804,500003,5917,1307991,2236,80086,0.1816891172444099,0.2224100050701369,180.84403468149475,8.450707319958761,221.05644752408313,13.534899442284946,7.0,7.5354753149677505,-0.5,316.7460003616855,7.0,7.376506024096385,-0.5,320.9490963855422
364,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,4444,"[0.0, 1000.0, -0.1]",180,competitive based on E355=E207,59788,10974999,4766,500004,5979,1359862,2226,71372,0.1844015521509333,0.2286335507609968,183.5652472067973,8.362949086773266,227.43970563639405,11.937113229637065,7.0,7.4292761202900275,-0.5,318.40600855818377,7.0,7.430778371954843,-0.5,316.54747474747467
365,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,5423,"[0.0, 1000.0, -0.1]",180,competitive based on E355=E207,58907,10252999,4759,500000,5891,1347936,1142,90637,0.17490281290848286,0.2303513834663045,174.05400037347005,8.487955591016348,228.81276523510442,15.385673060600915,7.0,7.6183340411332905,-0.6,294.2087423405933,7.0,7.412977562158884,-0.5,305.5049120679198
366,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,6654,"[0.0, 1000.0, -0.1]",180,competitive based on E355=E207,59336,10226999,4728,500001,5934,1341257,885,67422,0.17320008089524067,0.2271654870239299,172.35740528515572,8.426604422273156,226.02915402763733,11.361981799797777,7.0,7.559230815746508,-0.6,290.9535768277196,7.0,8.149244712990937,-0.6,297.07027190332326
367,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,9111,"[0.0, 1000.0, -0.1]",180,competitive based on E355=E207,59425,10469000,4755,500000,5943,1319332,2240,76678,0.17701304164913756,0.22328790173313146,176.17164493058476,8.413967185527978,221.9976442873969,12.902237926972909,7.0,7.443729903536978,-0.5,303.29278313683466,7.0,7.413690476190476,-0.5,313.54434523809516
368,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,1122,"[0.0, 1000.0, -0.1]",180,competitive based on E355=E207,59649,10956999,4729,500004,5965,1408395,683,66048,0.18452949756073028,0.2372170997485331,183.6912437760901,8.38243725795906,236.1098072087175,11.072590108968985,7.0,7.472413174726522,-0.5,312.1824018172037,7.0,7.488344291691573,-0.6,305.2882247459653
369,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,1337,"[0.0, 1000.0, -0.1]",180,competitive based on E355=E207,59015,10057999,4725,500003,5902,1287393,1943,76066,0.17127848851986782,0.21941714672992205,170.43122934847074,8.472473100059307,218.12826160623518,12.888173500508303,7.0,7.618258272899019,-0.6,286.2148333231763,7.0,7.569427527405603,-0.6,307.4038367844093
370,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,67720,20565399,4766,500003,6773,2165835,1032,49642,0.3307147076196101,0.3426841872139377,303.68279681039576,7.38338747784997,319.7748412815592,7.329396131699394,7.0,7.218930468930469,-0.5,330.3880630630631,7.0,7.1927293710328914,-0.5,322.36208886324295
371,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,66665,18667900,4777,500000,6667,1633544,1206,52558,0.3116477911947799,0.3149842507874606,280.02550063751596,7.500187504687616,245.0193490325484,7.883305834708264,7.0,7.3462623413258115,-0.5,313.75761636107194,7.0,7.920140927774518,-0.5,259.3371697005277
372,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,65431,17375099,4999,500001,6544,1336465,1457,53341,0.2961287463129098,0.2851466992665037,265.5484250584585,7.641653039079335,204.22753667481663,8.151130806845966,7.0,7.460193363571258,-0.5,298.8600919073765,7.0,7.3965414430530725,-0.5,302.42075134168164
373,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,65432,17621099,4803,500004,6544,1519942,1282,52576,0.30540102702041816,0.3050122249388753,269.30399498716224,7.641582100501282,232.2649755501223,8.034229828850856,7.0,7.291413905739617,-0.5,335.6217685487634,7.0,7.3286713286713265,-0.5,322.460606060606
374,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,65451,17898099,4775,500004,6546,1822671,965,50289,0.3156865441322516,0.323709135349832,273.4579914745383,7.639363798872439,278.4404216315307,7.682401466544454,7.0,7.284190897966317,-0.5,326.0707184895985,7.0,7.262085032032615,-0.5,336.0239370995924
375,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,63301,14051499,4981,500000,6331,1344708,1327,50913,0.2451778012985577,0.24403727689148635,221.9790998562424,7.898769371731883,212.4005686305481,8.041857526457116,7.0,7.5045926637449725,-0.6,278.9397610614156,7.0,7.538092381523695,-0.6,275.97084583083387
376,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,65734,17549099,4947,500004,6574,1618528,891,51715,0.2917059664709283,0.2976878612716763,266.97141509721,7.6064745793653215,246.2013994523882,7.866595679951322,7.0,7.405888974465313,-0.5,296.9843948101191,7.0,7.3700414446417986,-0.6,281.204973357016
377,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,58834,8292799,5643,500002,5884,-194928,2136,60282,0.16830404188054526,0.21380013596193065,140.95249345616483,8.498521263215148,-33.128484024473146,10.245071380013595,7.0,7.497121266642678,-0.5,288.76090320259084,7.0,7.349520383693045,-0.5,281.3393884892086
378,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,59060,8273699,4987,500005,5907,-604272,1889,64728,0.16633931594988147,0.21212121212121213,140.08972231628852,8.466051473078227,-102.29761300152364,10.95784662265109,7.0,7.56957732832748,-0.6,263.26145089015375,7.0,7.545674531155474,-0.6,277.34585601935873
379,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,58792,8214800,5391,500000,5880,186321,1405,55789,0.16340658593005852,0.2042517006802721,139.72649340046266,8.504558443325623,31.687244897959186,9.487925170068026,7.0,7.5938278354899476,-0.6,260.37906567037237,7.0,7.5191256830601105,-0.6,247.8212507589557
380,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,58892,8123699,5012,500007,5890,-493261,2170,62612,0.16256876995177613,0.21137521222410866,137.94231814168307,8.49023636487129,-83.74550084889644,10.630220713073005,7.0,7.607692775850526,-0.6,256.0464853021727,7.0,7.411192214111923,-0.6,254.6116788321168
381,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,59384,8554099,5823,500004,5939,-552360,3091,64601,0.1692543446046073,0.2151877420441152,144.04720126633438,8.419843728950559,-93.00555649099176,10.877420441151711,7.0,7.4454437164979135,-0.5,280.44664085765334,7.0,7.5565476190476195,-0.6,281.5657738095238
382,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,59343,8503799,4952,500001,5935,725042,1267,51578,0.1681074431693713,0.20893007582139847,143.29910857219892,8.425610434255093,122.1637742207245,8.690480202190395,7.0,7.511476985939192,-0.6,268.65757721427707,7.0,7.499099099099099,-0.6,274.7455855855856
383,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:2,58911,7796399,6620,500008,5892,442195,1250,54041,0.15659214747670214,0.20112016293279025,132.3419904601857,8.487515065098199,75.0500678886626,9.17192803801765,7.0,7.6170251660471635,-0.6,251.69701419779406,7.0,7.574299634591961,-0.6,247.47643118148602
384,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,"punishment based on E355, CR:1",66003,18662699,4926,500007,6601,1948178,579,49215,0.2985470357407997,0.3051052870777155,282.75531415238703,7.57551929457752,295.13376761096805,7.455688532040599,7.0,7.3574455562095356,-0.5,319.22894055326657,7.0,7.386470588235293,-0.5,319.84958823529416
385,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,"punishment based on E355, CR:1",68097,22614300,4840,500000,6810,2334338,573,49619,0.349707035552227,0.3546255506607929,332.08951936208643,7.342467362732573,342.7809104258444,7.286196769456682,7.0,7.1554092730394965,-0.5,359.318803663423,7.0,7.163615560640732,-0.5,374.4552631578948
386,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,"punishment based on E355, CR:1",66002,19530999,4963,500005,6601,1906834,587,50657,0.3118390351807521,0.3141948189668232,295.915260143632,7.57560376958274,288.87047417058017,7.674140281775489,7.0,7.444642963492348,-0.5,320.7134595914478,7.0,7.339880952380952,-0.5,338.0160119047619
387,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,"punishment based on E355, CR:1",66552,20746099,4867,500007,6656,2007195,584,51046,0.3368944584685659,0.34390024038461536,311.7276565692992,7.5130274071402825,301.56174879807685,7.6691706730769225,7.0,7.208037825059103,-0.5,348.647817563282,7.0,7.360023041474656,-0.5,341.6603110599079
388,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,"punishment based on E355, CR:1",65633,19322699,4857,500001,6564,1426460,634,55396,0.3176755595508357,0.3214503351614869,294.4052382185792,7.618134170310668,217.31566118220601,8.4393662400975,7.0,7.3001810430415235,-0.5,344.2445774689015,7.0,7.272037361354347,-0.5,348.6598365440747
389,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,"punishment based on E355, CR:1",64480,16482199,4911,500006,6449,1573375,577,51247,0.2717276674937965,0.2851604899984494,255.6172301488833,7.754435483870967,243.9719336331214,7.94650333385021,7.0,7.527367977358947,-0.6,290.0884747395677,7.0,7.444645006016848,-0.5,297.75132370637783
390,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,"punishment based on E355, CR:1",65497,18162100,4889,500000,6550,1867627,575,48727,0.2996931157152236,0.2954198473282443,277.29667007649203,7.6339374322488025,285.1338931297709,7.439236641221374,7.0,7.416256303767427,-0.5,312.36427766241457,7.0,7.247330960854093,-0.5,308.11275207591933
391,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:1,59793,9974799,4766,500001,5980,526661,590,55380,0.1792684762430385,0.2362876254180602,166.8221865435753,8.362199588580602,88.07040133779266,9.26086956521739,7.0,7.412915851272015,-0.5,292.73555120678407,7.0,7.5002963841138115,-0.5,295.45625370480144
392,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:1,59419,9705399,4696,500002,5942,53685,641,60146,0.1793365758427439,0.2381353079771121,163.3383092950066,8.414850468705295,9.034836755301246,10.122181083810164,7.0,7.502670908108758,-0.5,298.3674329271953,7.0,7.427114577084581,-0.5,298.77738452309535
393,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:1,59420,9662699,4774,500003,5943,-1640084,717,75844,0.17512622012790308,0.22093218913006896,162.6169471558398,8.41472568158869,-275.9690392057883,12.761904761904766,7.0,7.446032880629021,-0.6,289.6294734334048,7.0,7.5125,-0.6,271.0344642857143
394,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:1,59633,9893399,4817,500006,5964,460250,569,55491,0.17911223651333993,0.22417840375586853,165.90476749450806,8.384719869870711,77.17136150234742,9.304325955734408,7.0,7.416992998694672,-0.5,294.15565444404893,7.0,7.390041493775934,-0.6,288.70972139893297
395,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:1,59217,9381699,4781,500007,5922,27384,629,59156,0.17064356519242785,0.2169875042215468,158.4291504128882,8.443639495415168,4.624113475177305,9.989192840256669,7.0,7.5072968590475035,-0.6,284.8417272235902,7.0,7.444177671068427,-0.6,268.04309723889554
396,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:1,59864,10217799,4760,500000,5987,425947,558,56520,0.18323199251637048,0.2485385000835143,170.68353267406118,8.352265134304423,71.14531484883916,9.440454317688324,7.0,7.41749243458138,-0.5,293.9476235685041,7.0,7.339857651245552,-0.6,294.69899169632265
397,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,punishment based on E355 CR:1,59329,9370599,4763,500004,5933,802883,534,52167,0.17065853124104569,0.2148997134670487,157.94297898161102,8.427649210335586,135.32496207652116,8.792684982302376,7.0,7.460996717397793,-0.5,297.29627573858545,7.0,7.5471360381861565,-0.5,301.57225536992837
398,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,punishment based on E360 3rd tier CR:1,69639,25386800,5086,500000,6964,2576029,569,49709,0.3762116055658467,0.3799540493968983,364.5486006404457,7.179884834647252,369.90651924181503,7.137995404939691,7.0,7.1083878305373895,-0.5,380.7165140744953,7.0,7.142126208072768,-0.5,372.6797612279705
399,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,punishment based on E360 3rd tier CR:1,69786,25636399,5063,500001,6979,2626146,561,49533,0.3778264981514917,0.3867316234417538,367.3573352821483,7.164775169804832,376.29259206190005,7.09743516263075,7.0,7.130804335424986,-0.5,370.56472903593834,7.0,7.202964652223488,-0.4,394.4906499429874
400,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,punishment based on E360 3rd tier CR:1,69803,25703599,5700,500000,6981,2605916,623,49840,0.3808145781699927,0.3836126629422719,368.2305774823432,7.163015916221366,373.2869216444635,7.13937831256267,7.0,7.1093101291019725,-0.5,377.83084229084915,7.0,7.1495167708925536,-0.5,390.47322342239914
401,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,6654,"[-10.0, 1000.0, -0.1]",180,punishment based on E360 3rd tier CR:1,69054,25064799,5084,500002,6906,2521653,568,49469,0.3745184927737713,0.3759050101361136,362.9738899991311,7.240739131694037,365.1394439617724,7.163191427743992,7.0,7.191037735849058,-0.5,369.6904682466636,7.0,7.113858539390455,-0.5,358.69056929269686
402,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,9111,"[-10.0, 1000.0, -0.1]",180,punishment based on E360 3rd tier CR:1,69889,26437199,4585,500008,6989,2699858,489,49415,0.38934596288400175,0.3961940191729861,378.27410608250227,7.1543161298630675,386.3010444984976,7.070396337101159,7.0,7.070761920923129,-0.4,391.58321172011983,7.0,7.043552036199095,-0.4,394.9970022624434
403,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1122,"[-10.0, 1000.0, -0.1]",180,punishment based on E360 3rd tier CR:1,70227,26139199,5076,500009,7023,2650218,569,49811,0.3833710681077079,0.3885803787555176,372.2101043758098,7.119896905748501,377.36266552755234,7.092553040011391,7.0,7.068132986543027,-0.5,384.8919653963586,7.0,7.044657998869418,-0.4,389.68558507631434
404,100000,1,0.001,adam,max,1000,tanh,32,500000,0.01,0.75,0.99,100,1,False,1337,"[-10.0, 1000.0, -0.1]",180,punishment based on E360 3rd tier CR:1,69854,25692899,5067,500005,6986,2574028,566,49717,0.3795344575829587,0.3787575150300601,367.80855784922835,7.157857817734131,368.4551961064987,7.11666189521901,7.0,7.105086672350099,-0.5,379.58502983802214,7.0,7.0936967632027255,-0.5,381.51663827370817
405,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,1111,"[-10.0, 1000.0, -0.1]",180,punishment based on E360 3rd tier CR:1,60610,12261199,6933,500001,6062,1451638,666,48612,0.21549249298795575,0.2999010227647641,202.29663421877575,8.249480283781555,239.46519300560868,8.019135598812273,7.0,7.218026444944857,-0.5,355.3842080951557,7.0,7.1794575879976925,-0.5,347.11817657241767
406,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,4444,"[-10.0, 1000.0, -0.1]",180,punishment based on E360 3rd tier CR:1,60631,11932699,6917,500002,6064,992479,709,53204,0.20995860203526248,0.2887532981530343,196.8085467829988,8.246639507842524,163.66738126649074,8.773746701846964,7.0,7.247391001855288,-0.5,343.9934891001856,7.0,7.862108922363848,-0.5,289.8858632676702
407,100000,1,0.001,adam,max,1000,tanh,32,500000,1.0,0.75,0.99,100,1,False,5423,"[-10.0, 1000.0, -0.1]",180,punishment based on E360 3rd tier CR:1,60485,11738199,4758,500007,6049,1767562,466,45377,0.20788625278994796,0.30517440899322196,194.06793419856163,8.266628089608995,292.2073069928914,7.501570507521905,7.0,7.297122176171852,-0.5,338.4215340610589,7.0,7.304550758459742,-0.5,342.50175029171527
